x,y,crash,resto,atm,super,bar,busstp,cafe,conven,deptst,fastfd,gc,hotel,market,metro,temple,intersecti,road_length,Househol
121.5333893,25.04710496,1747,74,1,2,4,10,17,11,0,4,2,0,0,1,0,238,11684.67022,379
121.5298056,25.04837501,1237,66,0,1,0,9,8,8,0,3,1,0,0,0,0,244,12718.42855,500
121.5293931,25.04812454,994,66,0,0,18,5,2,11,0,3,0,0,0,0,0,170,6136.657399,378
121.5240272,25.0478622,1426,60,1,1,4,5,11,4,0,3,1,0,0,0,1,177,6362.3336,329
121.5766061,25.05139836,2408,59,3,0,1,14,1,5,0,9,0,0,0,1,0,211,12233.01033,414
121.5947141,25.05000507,957,31,1,0,0,12,2,4,0,2,0,0,0,0,2,311,18605.71031,311
121.5169533,25.05093069,637,28,1,0,1,3,12,4,0,0,0,0,0,0,2,194,5243.263785,271
121.5570717,25.05165254,397,48,0,1,1,3,7,3,0,3,2,0,0,0,0,62,2850.232889,375
121.5085398,25.0520057,3210,23,0,0,0,10,3,2,0,1,0,0,0,1,0,343,17051.80227,269
121.5138759,25.0515997,800,42,0,1,0,10,7,6,0,5,0,0,0,0,2,171,8299.925555,375
121.5571437,25.05222731,787,50,1,0,0,6,14,7,0,2,0,0,0,0,0,121,5529.266605,645
121.5661993,25.05142975,1100,15,1,0,0,6,2,7,0,1,0,0,0,1,0,252,10744.37504,718
121.5462147,25.05017033,2148,84,0,0,1,11,20,12,1,5,1,1,0,0,0,263,9857.745083,638
121.5383042,25.05307889,1428,68,2,1,2,10,21,11,0,2,0,0,0,1,0,228,8275.971974,405
121.5228216,25.05400793,1220,26,0,1,0,6,3,6,0,2,0,0,0,0,0,104,4885.716894,235
121.5810003,25.05092345,1340,17,1,0,0,9,1,4,0,0,0,0,0,0,0,271,11171.09459,318
121.6166355,25.05432411,800,33,1,0,0,6,3,3,0,2,0,0,0,1,0,125,5545.170696,293
121.6097835,25.05235003,676,45,1,0,0,14,6,4,0,9,0,0,0,2,3,204,14580.5459,224
121.6064287,25.0532714,922,7,1,2,0,10,10,4,0,1,0,0,0,0,0,134,7239.433527,290
121.5499257,25.05191446,735,36,0,0,1,3,4,4,0,1,0,0,0,1,0,141,5414.942096,541
121.5566213,25.05360994,497,9,0,0,0,4,1,1,0,0,0,0,0,0,0,138,6034.392509,833
121.5114602,25.0559914,999,35,1,2,3,9,19,7,0,2,1,0,0,0,1,155,8343.790894,427
121.513654,25.05401857,580,7,0,2,0,4,5,3,0,1,0,0,0,0,0,138,4132.356436,345
121.5603502,25.05530181,288,1,0,2,1,3,3,2,0,0,0,0,0,0,0,113,4503.712949,956
121.51526,25.056338,760,74,0,1,2,6,4,5,0,3,0,0,0,0,1,149,5036.759529,397
121.5671765,25.05597935,262,6,0,0,0,2,0,0,0,0,0,0,0,0,0,130,4903.048848,367
121.5178076,25.05329118,443,49,0,0,2,4,21,2,0,2,0,0,0,0,2,213,4875.122657,325
121.5461846,25.05609194,777,28,0,1,1,5,6,3,0,0,0,0,0,0,0,115,5104.414883,345
121.5440453,25.05767894,308,16,1,0,1,2,3,2,0,0,0,0,0,0,0,45,2640.464754,495
121.5405711,25.05748698,742,62,1,1,0,4,2,4,0,1,0,0,0,0,1,128,5627.337792,482
121.5778457,25.05329609,742,5,0,0,0,5,0,2,0,0,0,0,0,0,1,230,17487.69582,365
121.5206993,25.04824756,1851,124,0,1,2,4,21,10,0,3,1,0,1,2,1,343,12945.20499,439
121.5302617,25.05211633,975,73,2,0,3,9,15,8,0,3,0,0,0,0,0,234,8020.970158,477
121.5331939,25.05676512,1117,118,0,0,2,11,27,7,0,8,1,0,0,0,1,164,7523.127152,310
121.5278176,25.05256893,750,44,0,0,1,4,0,5,0,0,1,0,0,0,0,159,7329.62773,427
121.527277,25.05605182,1399,60,1,1,1,7,8,13,0,4,0,0,0,0,1,208,8537.093865,498
121.5970794,25.05423727,339,22,0,1,0,5,0,3,0,2,0,0,0,0,0,161,6470.372574,356
121.5530274,25.05722021,132,13,0,1,0,0,0,2,0,1,0,0,0,0,0,39,2170.627992,190
121.5562345,25.05628183,469,9,0,0,0,3,5,2,0,0,0,0,0,0,0,75,3658.760268,333
121.5638098,25.05884556,223,19,0,1,0,2,1,1,0,1,0,0,0,0,0,68,2344.935551,351
121.595437,25.0514615,1146,31,1,0,0,7,0,5,0,2,0,0,0,0,0,250,10647.75992,299
121.5932822,25.05874527,529,1,0,0,0,6,0,2,0,0,0,0,0,0,0,135,13302.54165,138
121.5255686,25.05895918,1155,30,1,1,1,3,1,9,0,2,0,0,0,0,1,132,5465.783844,340
121.5436399,25.06015633,840,38,0,0,0,3,2,9,0,0,0,0,0,0,0,201,8583.822968,751
121.5204882,25.05765086,1327,60,0,1,2,4,6,3,0,4,0,0,0,0,3,247,7745.484686,511
121.5302027,25.0579794,834,38,0,0,0,4,6,6,0,2,0,0,1,0,1,167,7729.824938,443
121.6071868,25.05330023,1406,78,0,0,0,11,2,4,0,2,0,0,0,1,0,191,15483.89501,347
121.5084798,25.05772565,817,13,0,1,0,3,12,6,1,4,0,0,2,0,0,121,6170.999965,361
121.5128114,25.05916667,664,9,0,0,0,4,3,2,0,2,0,0,0,0,0,91,3454.586569,299
121.5488347,25.05779565,1564,55,1,1,1,6,8,7,0,4,0,0,0,0,0,191,7973.771354,740
121.5372729,25.06183008,1346,40,1,0,1,5,9,4,0,3,0,0,0,1,2,165,7192.95685,619
121.5365035,25.05792858,1315,64,1,1,0,5,6,6,0,1,1,0,1,1,1,198,9340.880916,548
121.5545966,25.0618458,721,11,0,0,0,5,4,2,0,0,0,0,0,0,0,133,6511.059106,644
121.5302714,25.0611946,1232,50,1,2,0,5,2,7,0,0,0,0,0,0,0,168,7820.610674,413
121.5274839,25.06024535,1068,14,1,0,0,4,5,4,0,1,0,0,0,0,1,164,6612.947876,314
121.582228,25.05572457,2089,32,0,0,0,10,0,5,0,0,0,0,0,0,0,321,24610.28092,468
121.5159297,25.06162983,1623,12,0,0,0,9,1,5,0,1,0,0,0,0,2,204,7515.973911,372
121.5610243,25.06250187,459,37,1,1,0,3,1,4,0,1,0,0,0,0,0,149,6008.101988,567
121.56459,25.06297836,448,11,0,0,0,2,1,3,0,1,0,0,0,0,0,71,2962.173169,400
121.5087598,25.0632824,1465,10,0,0,1,4,6,3,0,5,0,0,0,0,0,128,6538.36236,272
121.5663466,25.06322192,501,21,0,0,0,3,0,3,0,0,0,0,0,0,0,156,6519.732282,408
121.5658987,25.05964431,1183,35,0,0,0,9,0,2,0,3,0,0,0,0,0,244,14648.61535,425
121.53231,25.0647096,1039,31,0,0,0,11,0,4,0,1,0,0,0,0,0,111,5678.47017,389
121.6139568,25.0552855,1796,62,3,0,0,23,8,9,0,5,0,0,0,2,1,359,28993.15215,386
121.523484,25.0628973,936,53,0,2,0,8,10,7,0,0,0,0,0,1,0,98,5172.40703,320
121.6015034,25.06095315,934,0,0,0,0,14,0,0,0,0,0,0,0,0,0,195,23018.34463,35
121.508977,25.06342563,1048,11,0,0,0,1,0,0,0,1,0,0,0,0,0,108,6676.364517,168
121.5111462,25.0640307,704,34,0,0,0,3,2,3,0,1,0,0,0,1,1,106,5324.86924,220
121.5147988,25.0630835,1168,30,0,0,0,8,2,6,0,3,0,0,0,0,0,158,5494.657182,314
121.522454,25.06492632,591,36,0,1,2,1,1,7,0,2,0,0,1,0,1,77,5619.73596,456
121.5443184,25.06226419,763,13,0,0,0,4,1,3,0,0,0,0,0,0,0,264,7856.723518,548
121.5949564,25.06106001,2334,15,0,0,0,15,1,2,0,0,0,0,0,0,0,496,48852.35157,185
121.5777028,25.04076533,559,24,0,0,0,4,5,6,0,3,0,0,0,0,2,90,4680.138289,654
121.5740984,25.04215997,174,4,0,0,0,1,1,1,0,0,0,0,0,0,2,108,3345.088117,328
121.5536841,25.04452522,466,29,0,0,0,1,1,3,0,1,0,0,1,0,0,70,3359.615871,321
121.5430338,25.06638164,1205,18,1,0,0,6,1,1,0,2,0,0,0,0,1,172,7624.479128,673
121.5396391,25.0651687,708,53,0,0,0,7,1,5,0,1,0,0,0,0,0,81,5647.69476,696
121.5356963,25.06250738,1123,37,0,1,0,9,1,4,0,4,0,0,0,0,1,175,8746.487767,425
121.5345793,25.06732755,838,10,0,0,0,6,0,2,0,0,0,0,0,0,0,95,5500.68244,286
121.5304146,25.0665906,474,23,0,0,0,3,1,4,0,1,0,0,0,0,0,94,4353.876171,402
121.5202217,25.06303937,2402,113,2,2,0,6,19,13,0,10,1,0,0,1,1,257,9609.663144,544
121.5183113,25.06776299,470,16,0,0,0,4,1,2,0,1,0,0,0,0,0,136,4294.726051,314
121.5148602,25.0680037,212,7,0,1,0,2,1,0,0,0,0,0,0,0,0,63,2416.268985,229
121.5090902,25.06782743,303,13,0,0,0,2,0,0,0,1,0,0,0,0,0,89,3003.810162,161
121.6142406,25.06745392,1370,17,0,2,0,4,3,4,0,5,0,0,1,1,0,208,17520.01612,402
121.5136791,25.06864367,672,26,0,0,0,6,0,2,0,0,0,0,0,0,0,116,4395.000353,297
121.6112223,25.07037097,506,4,0,1,0,2,2,1,0,0,0,0,0,0,0,110,10404.2556,164
121.5442528,25.06773131,1705,29,3,2,0,13,5,7,0,3,0,0,0,1,4,303,15966.81833,353
121.5159379,25.06915539,1321,62,0,0,0,10,7,7,0,5,0,0,0,0,2,272,7845.924515,570
121.5108894,25.07136506,722,25,0,1,0,4,0,2,0,0,0,0,0,0,0,132,5071.301879,430
121.610043,25.07200995,427,18,0,2,0,2,2,1,0,1,0,0,0,0,0,67,2720.51264,198
121.6035059,25.06967069,720,23,0,1,0,3,2,5,0,2,0,0,0,0,0,130,5480.571951,219
121.5810146,25.06759864,6767,108,5,2,0,38,3,14,0,4,0,0,0,0,1,758,69100.88856,269
121.6183058,25.07071896,502,25,0,1,0,5,0,0,0,1,0,0,0,0,0,173,5878.96109,361
121.5186204,25.07225444,535,26,0,1,0,7,1,4,0,3,0,0,0,0,0,154,5257.297281,302
121.6176812,25.06962567,608,25,0,0,0,4,1,6,0,0,0,0,0,0,0,113,4763.497403,320
121.6138823,25.06877909,454,40,0,2,0,2,0,5,0,0,0,0,0,0,0,93,3467.317997,300
121.5901202,25.06889043,1493,26,0,0,0,9,0,3,0,0,0,0,0,0,0,297,15370.69645,426
121.5909585,25.06846672,1781,23,0,1,0,15,1,4,0,1,0,1,0,0,0,525,25797.79066,388
121.5658992,25.06327923,1118,3,0,0,0,10,1,1,0,0,0,0,0,0,0,250,44254.50207,451
121.579158,25.07372529,447,5,1,0,1,1,5,0,0,0,0,0,0,0,0,61,3325.779534,315
121.5444498,25.0760885,1966,2,0,0,0,11,0,0,0,0,0,0,0,0,1,269,45999.00824,7
121.5325769,25.06821683,984,12,0,1,0,9,0,4,0,0,0,0,0,0,2,265,36505.09805,406
121.5240362,25.0725414,1752,23,1,0,1,15,5,5,0,1,0,0,0,1,3,238,26255.82646,294
121.6114938,25.07441176,263,2,0,0,0,5,0,2,0,0,0,0,0,0,1,150,6683.384119,385
121.5835749,25.07639456,675,46,0,0,0,3,1,4,0,0,0,0,0,0,0,233,6377.25845,539
121.6040834,25.07295396,846,9,1,0,0,12,2,4,0,1,0,0,0,1,0,211,11448.46093,309
121.5114361,25.07381127,892,3,1,0,0,7,0,3,0,0,0,0,0,0,0,334,29147.18343,440
121.5955979,25.07806139,362,8,0,0,0,10,1,3,0,1,0,0,0,0,0,137,5334.678892,400
121.5203199,25.07658179,1052,3,0,0,0,2,0,0,0,1,0,0,0,0,1,355,33214.95601,409
121.5836106,25.07850705,516,26,0,1,0,9,1,3,0,3,0,0,0,1,0,198,7695.681896,402
121.544505,25.07801978,1120,30,0,1,0,6,4,6,0,2,2,0,0,1,0,179,9157.971051,687
121.5249842,25.07801752,1162,12,0,0,0,2,1,1,0,1,0,1,0,0,0,128,21980.40604,397
121.5763358,25.07942551,3002,103,4,5,0,13,16,17,0,3,2,0,0,0,0,267,14682.54373,361
121.5908542,25.07832605,872,51,0,3,0,7,7,5,1,6,2,0,0,0,0,169,5341.763298,543
121.5083391,25.08159875,290,5,0,0,0,4,0,1,0,0,0,0,0,0,0,149,13795.28579,350
121.5204909,25.08096266,380,52,0,1,0,3,0,6,0,0,0,0,1,0,1,118,6844.275415,471
121.5760908,25.08136488,295,22,0,1,1,2,0,5,0,1,0,0,0,1,0,219,4696.451559,322
121.513113,25.08374416,525,6,0,0,0,5,0,4,0,1,0,0,0,0,0,170,7528.856996,338
121.524171,25.08194177,727,19,0,1,0,5,1,5,0,1,0,0,0,0,0,109,5347.871455,477
121.5936317,25.08043531,633,20,0,2,0,6,0,5,0,2,1,0,0,0,0,220,8824.716717,440
121.5597103,25.08365827,1893,70,0,0,1,17,2,5,1,1,0,1,0,0,0,398,23369.62423,393
121.5181708,25.08391842,211,33,0,0,0,2,0,3,0,1,1,0,0,0,0,135,5690.641681,481
121.5928131,25.08401601,593,52,1,5,1,9,6,8,0,9,4,0,0,1,0,112,3754.76638,378
121.5498216,25.08490973,1681,38,1,1,0,13,4,4,0,4,0,0,0,0,0,302,14331.38079,437
121.5655876,25.08583513,1698,119,0,1,1,13,13,15,0,8,1,0,1,1,0,296,12498.79792,523
121.507176,25.08465942,1036,6,0,1,0,4,0,3,0,1,0,0,0,0,0,191,8014.58492,506
121.5705914,25.08429619,495,85,0,0,0,4,6,4,0,2,0,0,0,0,0,180,4789.625232,342
121.5936948,25.0847818,492,25,0,0,0,7,0,3,0,1,1,0,0,0,0,94,3563.958209,332
121.5987574,25.08466344,420,10,0,0,0,5,0,3,0,0,0,0,0,0,1,185,9409.009482,427
121.5233594,25.0848824,556,23,0,0,0,3,0,5,0,2,0,0,0,0,0,130,4952.965458,272
121.5093196,25.08657861,1017,8,0,1,0,3,1,2,0,0,0,0,0,0,0,148,7725.970436,200
121.580818,25.08469385,820,8,1,3,0,10,1,4,0,1,0,0,0,0,0,221,8844.827438,564
121.5159105,25.08668252,379,10,0,1,0,4,0,1,0,0,0,0,0,0,0,153,7500.242797,387
121.5065665,25.0866449,1087,10,0,0,0,4,0,4,0,0,0,0,0,0,0,257,11490.80887,576
121.5774267,25.08009925,892,82,0,2,0,5,1,6,0,3,0,0,1,0,2,239,7814.95164,635
121.5247442,25.0842567,891,60,0,0,3,6,4,4,0,1,2,0,0,1,0,92,4293.988232,208
121.6165523,25.07500843,196,3,0,0,0,9,0,0,0,0,0,0,0,0,0,244,11208.88229,230
121.5444806,25.07977308,1780,9,1,0,0,19,1,2,0,0,0,0,1,0,2,477,38484.72425,315
121.5268307,25.08934123,606,49,0,0,0,4,7,8,1,2,0,1,0,0,1,80,3730.653941,304
121.5527481,25.08584521,710,3,0,0,0,1,0,2,0,0,0,0,0,1,0,199,9366.520859,220
121.5479227,25.08035572,1347,69,0,2,0,3,12,6,0,6,0,0,0,0,0,250,12927.02931,895
121.5725018,25.08584981,603,10,0,0,0,6,1,1,0,0,0,0,0,0,0,286,9343.938482,379
121.5220458,25.09254521,1543,38,0,0,0,13,8,4,0,2,0,0,0,0,0,257,7727.667714,332
121.5088287,25.08800979,990,30,0,1,0,5,1,1,0,0,0,0,0,0,0,199,9564.022496,352
121.507641,25.08924077,260,24,0,0,0,3,0,3,0,1,0,0,0,0,0,221,7517.229016,459
121.5032189,25.09259029,654,11,0,1,0,7,0,4,0,0,0,0,0,0,0,230,11871.4362,456
121.5144718,25.0942928,2271,16,1,0,0,12,1,3,0,1,0,0,0,0,0,285,15436.68561,481
121.5623351,25.08496552,1420,27,1,2,0,8,1,4,0,2,0,0,0,0,2,273,13912.49404,575
121.5678743,25.08639137,599,16,0,1,0,1,1,7,0,1,0,0,0,0,3,207,12609.76162,425
121.5192633,25.09616401,1481,28,0,0,0,12,5,5,0,6,2,0,0,0,1,283,13260.70399,537
121.5276425,25.0923336,3102,27,1,1,1,19,7,3,0,4,0,0,0,1,2,366,22521.1226,231
121.5240438,25.09714859,772,12,0,0,0,4,4,3,0,0,0,1,0,0,0,223,7439.837988,564
121.5292451,25.09607715,936,7,0,0,0,4,2,2,0,2,0,0,0,0,2,320,11717.55342,756
121.5212926,25.10423116,814,30,0,0,0,6,3,3,0,0,1,0,0,0,0,206,8315.082858,454
121.6018411,25.08518281,343,4,0,2,0,8,1,2,0,0,0,0,0,1,3,187,14298.71168,212
121.5324268,25.10126657,969,8,1,0,0,11,0,3,0,1,0,0,0,0,0,235,8155.103173,562
121.5262702,25.10086383,1223,82,1,0,0,10,2,2,0,2,0,0,0,1,0,220,6222.902958,424
121.5892423,25.0863297,255,10,0,1,1,3,0,3,0,2,0,0,0,0,0,140,15380.14168,418
121.527635,25.10593229,388,18,0,0,0,7,2,3,0,1,0,0,0,0,0,162,4662.276782,527
121.5371995,25.10029194,1065,10,0,0,0,10,0,1,0,0,0,0,0,0,1,158,9728.24311,194
121.6217059,25.0762293,285,1,0,0,0,13,0,2,0,0,0,0,0,0,2,381,25803.13005,162
121.5115455,25.10806488,1324,4,0,0,0,11,0,1,0,0,0,0,0,0,0,238,13163.99566,316
121.5313232,25.10805615,343,43,0,1,0,6,0,1,0,2,0,0,0,0,0,139,4299.061373,415
121.5149373,25.10963569,219,4,0,0,0,1,0,1,0,0,0,0,0,0,0,107,3296.004037,322
121.5158457,25.11033154,330,16,0,1,0,3,1,7,0,1,0,0,0,0,0,180,5150.324702,406
121.5278754,25.10752288,780,56,0,1,0,4,5,5,0,3,6,0,0,0,0,239,7047.902507,682
121.5617557,25.10796291,75,0,0,0,0,32,0,0,0,0,0,0,0,0,3,107,13615.11094,317
121.5432097,25.0972356,975,8,0,0,0,21,2,3,0,0,0,0,0,0,0,331,22797.22825,227
121.5010218,25.1022644,210,0,0,0,0,11,0,0,0,0,0,0,0,0,2,203,19004.17862,92
121.5230736,25.10549612,860,43,0,0,0,6,4,2,0,1,1,1,0,0,0,234,9525.790395,497
121.5104018,25.11156018,1294,11,1,1,0,4,0,2,0,1,0,0,0,0,0,184,7181.871938,406
121.5073481,25.11425324,504,12,0,0,0,3,0,2,0,1,0,0,0,0,0,173,5791.88407,306
121.4863599,25.1099604,979,8,0,0,0,18,0,0,0,0,0,0,0,0,3,486,30235.97655,24
121.5151914,25.11312966,604,26,0,1,0,3,0,4,0,1,0,0,0,0,0,202,6136.790777,436
121.5190255,25.11238616,792,11,1,2,0,3,2,3,0,0,0,0,0,1,0,215,6434.974921,539
121.5897626,25.09052557,284,8,0,1,0,10,2,2,0,1,0,0,1,0,2,343,22153.5738,364
121.4771198,25.1095859,358,3,0,0,0,19,1,2,0,0,0,0,0,0,5,401,22156.29255,134
121.5299907,25.1122394,476,25,1,2,0,2,5,2,0,6,2,0,0,0,0,145,4927.256206,435
121.5396485,25.10197548,636,3,0,0,0,12,0,0,0,0,0,0,0,0,0,162,13427.74966,48
121.5375822,25.11436185,1021,59,1,0,0,14,3,6,0,2,1,0,0,0,1,252,10494.69398,477
121.5317983,25.11689065,479,32,0,0,0,3,2,4,0,0,0,0,0,0,0,174,5400.359809,503
121.5050523,25.1165556,813,7,0,0,0,6,1,4,0,0,0,0,0,0,0,201,13342.23907,273
121.5078304,25.11619418,270,36,0,0,0,0,0,3,0,1,0,0,0,0,0,150,4035.954407,275
121.5269272,25.11364195,423,13,0,1,0,5,5,3,0,0,2,0,0,0,0,129,7366.1754,422
121.5131731,25.1174467,481,28,0,1,0,2,0,3,0,1,0,0,0,0,1,180,5789.171097,484
121.5179289,25.11705047,896,51,0,0,0,7,2,4,0,1,0,0,0,1,0,218,7817.775623,600
121.516831,25.11818511,532,16,0,0,0,6,1,3,0,0,0,0,0,0,1,125,4260.242925,327
121.5218959,25.11145817,741,19,5,0,0,8,4,6,0,1,0,0,0,0,1,296,10985.36738,562
121.5504422,25.11422607,496,7,0,0,0,6,0,2,0,0,0,0,0,0,0,277,14028.82165,522
121.5055198,25.11943172,830,27,0,1,0,5,0,3,0,1,0,0,0,0,0,283,9272.513781,446
121.5293391,25.1201001,593,52,0,2,3,10,13,5,1,1,3,0,0,0,0,197,7580.386069,673
121.4633734,25.11729955,1388,67,0,0,0,10,1,8,0,1,0,0,0,0,3,464,17771.0541,629
121.5328686,25.11913557,375,15,0,1,0,7,2,7,0,0,0,0,0,0,0,185,6176.9799,604
121.51572,25.11867294,503,10,0,2,0,12,2,1,0,0,0,0,0,1,1,232,11737.73355,326
121.5337952,25.12293251,235,1,0,0,0,4,0,2,0,0,0,0,0,0,0,246,10284.04236,517
121.5015574,25.11954809,3102,16,1,0,0,13,1,1,0,0,0,0,0,1,0,533,39531.4822,227
121.5228342,25.11898321,971,16,0,2,0,12,0,2,0,0,0,0,0,0,0,302,12181.81252,499
121.5012146,25.12834965,659,83,0,1,0,5,1,5,0,3,0,0,1,0,1,294,8487.60208,570
121.5012526,25.13179245,602,63,0,0,0,6,3,7,0,1,0,0,0,1,0,247,8743.892757,536
121.5375132,25.1113374,454,3,0,0,0,8,0,3,0,0,0,0,0,0,1,295,15395.16737,233
121.4978292,25.13212613,755,42,1,1,0,12,9,2,0,3,1,0,0,0,0,221,10287.03022,335
121.5075482,25.1275741,567,1,0,2,0,14,0,6,0,2,2,0,0,0,4,539,24025.8891,141
121.5072956,25.13613128,339,23,0,0,0,5,1,3,0,2,0,0,0,0,0,187,6916.85268,377
121.4979478,25.13573519,705,45,0,1,0,7,6,5,0,8,0,0,0,0,0,237,7557.196057,392
121.553025,25.11975169,399,2,0,0,0,33,0,1,0,0,0,0,0,0,0,245,19865.80583,96
121.4959749,25.13653487,501,9,0,1,0,3,1,4,0,0,0,0,0,0,0,162,10932.8249,276
121.4985256,25.13751417,314,39,0,0,0,2,2,2,0,1,0,0,0,0,0,105,3566.598879,282
121.5580368,25.1242363,37,0,0,0,0,17,0,1,0,0,0,0,0,0,0,313,22180.34546,39
121.4683955,25.12813596,2034,45,3,0,0,35,4,7,0,2,0,1,0,2,1,381,27343.38643,320
121.528145,25.12258708,553,11,0,0,0,16,2,3,0,2,0,1,0,0,1,350,22773.73969,543
121.5254798,25.12355715,478,7,0,1,0,20,0,4,0,0,0,0,0,0,5,245,19360.78868,573
121.5107155,25.14011842,323,5,1,0,0,29,0,1,0,0,0,0,0,0,2,139,16941.83088,185
121.4983891,25.13697833,353,12,0,0,0,2,0,0,0,1,0,0,0,0,1,101,4275.700097,290
121.4845894,25.14235855,482,15,0,0,0,6,0,4,0,0,0,0,0,1,1,155,10095.24598,317
121.5057657,25.1392036,562,27,0,2,0,18,0,4,0,3,0,0,1,1,0,140,10156.9967,430
121.6000484,25.13585265,199,0,0,0,0,61,1,0,0,0,0,0,0,0,5,353,43898.44848,28
121.546881,25.13106719,1278,75,1,2,0,26,6,8,0,3,0,0,0,0,0,459,30338.04062,197
121.5493851,25.14901449,437,8,0,0,0,48,0,1,0,0,0,0,0,0,2,345,32109.01182,43
121.5740513,25.13253307,48,4,0,0,0,33,0,0,0,0,0,0,0,0,0,304,20472.56036,38
121.5653351,25.15926788,226,5,0,0,0,59,4,1,0,0,0,0,0,0,1,581,57464.22733,32
121.495946,25.14268218,84,8,0,1,0,2,0,1,0,0,0,0,0,0,0,179,5307.660947,400
121.4995017,25.1417863,219,20,0,1,0,6,0,2,0,0,0,0,0,0,1,230,7052.388474,360
121.4994352,25.14127055,345,16,0,0,0,3,1,4,0,1,0,0,0,0,1,297,11533.74868,441
121.4889592,25.14280795,438,6,0,1,0,7,1,0,0,0,0,0,0,0,0,206,10615.72285,380
121.4950922,25.14519751,114,9,0,0,0,3,0,2,0,0,0,0,0,0,0,264,10892.41736,223
121.5285147,25.15520146,174,0,0,0,0,33,0,1,0,0,0,0,0,0,5,241,32967.62909,72
121.4996409,25.15790713,64,1,0,0,0,3,0,0,0,0,0,0,0,0,4,131,14962.73425,43
121.5428314,25.16590265,424,12,0,0,0,47,1,0,0,0,0,0,0,0,0,317,49410.03319,25
